Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
25303,CENTRO EDUCACIONAL LAURA VICUNA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,4,"11,8",1,"4,0",4,"11,8",1,"4,0",14,"41,2",16,"64,0",6,"17,6",3,"12,0",6,"17,6",4,"16,0",4,"11,8",1,"4,0",34,25
26084,ESCUELA BAS. Y ESP. EL BOSQUE DE RENCA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",8,"40,0",3,"27,3",7,"35,0",5,"45,5",5,"25,0",3,"27,3",0,"0,0",0,"0,0",20,11
26219,CENTRO EDUC. GOYENECHEA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",0,"0,0",1,"8,3",0,"0,0",4,"33,3",8,"50,0",4,"33,3",5,"31,3",3,"25,0",3,"18,8",0,"0,0",1,"6,3",12,16
31037,LICEO INSTITUTO CUMBRE DE CONDORES,Municipal,Región Metropolitana de Santiago,Renca,URBANO,2,"4,4",2,"1,6",2,"4,4",1,"0,8",22,"48,9",59,"46,8",12,"26,7",39,"31,0",7,"15,6",25,"19,8",3,"6,7",5,"4,0",45,126
31153,INSTITUTO CUMBRES DE CONDORES PONIENTE,Municipal,Región Metropolitana de Santiago,Renca,URBANO,1,"1,3",1,"0,9",2,"2,6",2,"1,8",40,"51,3",57,"50,0",18,"23,1",34,"29,8",17,"21,8",20,"17,5",2,"2,6",5,"4,4",78,114
9408,LICEO POLITECNICO DE SAN JOAQUIN,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,0,"0,0",0,"0,0",5,"7,4",1,"7,7",34,"50,0",7,"53,8",10,"14,7",3,"23,1",19,"27,9",2,"15,4",1,"1,5",2,"15,4",68,13
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,Municipal,Región Metropolitana de Santiago,San Joaquín,URBANO,0,"0,0",0,"0,0",1,"2,9",0,"0,0",14,"40,0",21,"56,8",13,"37,1",13,"35,1",7,"20,0",3,"8,1",4,"11,4",0,"0,0",35,37
9486,LICEO PARTICULAR ESPIRITU SANTO,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,0,"0,0",0,"0,0",2,"5,0",0,"0,0",16,"40,0",11,"47,8",14,"35,0",9,"39,1",8,"20,0",3,"13,0",0,"0,0",0,"0,0",40,23
9500,COLEGIO PART. NUESTRA SRA DEL HUERTO,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,1,"12,5",0,"0,0",1,"12,5",0,"0,0",4,"50,0",6,"40,0",2,"25,0",5,"33,3",0,"0,0",4,"26,7",0,"0,0",1,"6,7",8,15
9502,COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,0,"0,0",1,"4,8",1,"5,6",0,"0,0",11,"61,1",8,"38,1",1,"5,6",8,"38,1",5,"27,8",4,"19,0",0,"0,0",1,"4,8",18,21
9579,LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,4,"2,2",0,"0,0",7,"3,9",1,"16,7",77,"42,8",3,"50,0",51,"28,3",1,"16,7",41,"22,8",1,"16,7",4,"2,2",0,"0,0",180,6
25783,COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,Subvencionado,Región Metropolitana de Santiago,San Joaquín,URBANO,0,"0,0",0,"0,0",1,"8,3",1,"6,7",4,"33,3",6,"40,0",4,"33,3",4,"26,7",3,"25,0",4,"26,7",0,"0,0",0,"0,0",12,15
9405,LICEO BETSABE HORMAZABAL DE ALARCON,Municipal,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"4,1",25,"65,8",24,"49,0",8,"21,1",18,"36,7",5,"13,2",5,"10,2",1,"2,6",1,"2,0",38,49
9406,LICEO ANDRES BELLO,Municipal,Región Metropolitana de Santiago,San Miguel,URBANO,1,"0,6",0,"0,0",10,"5,8",0,"0,0",72,"41,9",0,"0,0",58,"33,7",0,"0,0",31,"18,0",0,"0,0",1,"0,6",0,"0,0",172,0
9407,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,1,"0,9",0,"0,0",5,"4,6",2,"2,8",39,"36,1",23,"32,4",38,"35,2",27,"38,0",25,"23,1",19,"26,8",0,"0,0",1,"1,4",108,71
9409,LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",2,"0,8",0,"0,0",10,"4,0",0,"0,0",97,"39,1",0,"0,0",80,"32,3",0,"0,0",59,"23,8",0,"0,0",6,"2,4",0,248
9472,LICEO POLITECNICO SAN LUIS,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,5,"3,4",2,"0,9",13,"8,9",9,"4,1",61,"41,8",88,"40,0",40,"27,4",71,"32,3",27,"18,5",50,"22,7",3,"2,1",9,"4,1",146,220
9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",45,"36,0",1,"100,0",45,"36,0",0,"0,0",35,"28,0",0,"0,0",4,"3,2",1,125
9484,COLEGIO SANTA ROSA,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",4,"6,0",0,"0,0",41,"61,2",0,"0,0",21,"31,3",0,"0,0",1,"1,5",0,"0,0",1,"1,5",0,67
9487,ESCUELA INDUSTRIAL PART. LAUTARO,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",9,"20,5",0,"0,0",20,"45,5",0,"0,0",15,"34,1",0,"0,0",1,"2,3",0,"0,0",44,0
9489,LICEO COMERCIAL JAVIERA Y J L CARRERA N1,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"14,3",12,"48,0",5,"35,7",11,"44,0",4,"28,6",2,"8,0",3,"21,4",2,"8,0",0,"0,0",25,14
9504,ESCUELA PARTICULAR Y COLEGIO CHILE,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",6,"7,1",1,"1,1",32,"38,1",33,"36,3",24,"28,6",35,"38,5",22,"26,2",22,"24,2",6,"7,1",1,"1,1",84,91
9519,COLEGIO SANTO CURA DE ARS,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,9",27,"69,2",19,"55,9",7,"17,9",10,"29,4",5,"12,8",4,"11,8",2,"5,1",0,"0,0",39,34
9553,COLEGIO KING´S SCHOOL,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",1,"6,7",1,"6,3",7,"46,7",8,"50,0",4,"26,7",5,"31,3",3,"20,0",2,"12,5",0,"0,0",0,"0,0",15,16
9570,INSTITUTO MIGUEL LEON PRADO,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,1,"2,4",0,"0,0",4,"9,5",2,"4,7",26,"61,9",27,"62,8",10,"23,8",11,"25,6",1,"2,4",3,"7,0",0,"0,0",0,"0,0",42,43
9581,LICEO TECNICO A-100 DE SAN MIGUEL,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",1,"1,2",0,"0,0",2,"2,5",0,"0,0",36,"44,4",0,"0,0",23,"28,4",0,"0,0",19,"23,5",0,"0,0",4,"4,9",0,81
11812,COLEGIO TOMAS MORO,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,1,"2,3",0,"0,0",5,"11,4",6,"10,9",23,"52,3",28,"50,9",12,"27,3",17,"30,9",3,"6,8",4,"7,3",0,"0,0",1,"1,8",44,55
25209,ESC.ESPECIAL FUNDAC.NUESTROS HIJOS,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,1
25718,COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,1,"6,7",0,"0,0",0,"0,0",2,"20,0",4,"26,7",5,"50,0",5,"33,3",3,"30,0",5,"33,3",0,"0,0",1,"6,7",0,"0,0",15,10
25798,COLEGIO RELIGIOSO SANTA MARGARITA,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,1,"25,0",0,"0,0",0,"0,0",0,"0,0",1,"25,0",2,"100,0",1,"25,0",0,"0,0",1,"25,0",0,"0,0",0,"0,0",0,"0,0",4,2
25832,COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",1,"6,3",2,"14,3",6,"37,5",4,"28,6",6,"37,5",5,"35,7",3,"18,8",3,"21,4",1,"6,3",0,"0,0",16,14
25894,COLEGIO MANANTIAL DE SAN MIGUEL,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",2,"9,5",0,"0,0",8,"38,1",14,"82,4",6,"28,6",3,"17,6",5,"23,8",0,"0,0",0,"0,0",0,"0,0",21,17
31030,ESCUELA PRE MILITAR HEROES DE LA CONCEPCION,Subvencionado,Región Metropolitana de Santiago,San Miguel,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",3,"13,0",2,"18,2",13,"56,5",8,"72,7",7,"30,4",1,"9,1",3,"13,0",0,"0,0",23,11
9584,LICEO COMERCIAL VATE VICENTE HUIDOBRO,Subvencionado,Región Metropolitana de Santiago,San Ramón,URBANO,2,"5,1",0,"0,0",0,"0,0",0,"0,0",14,"35,9",15,"34,9",14,"35,9",22,"51,2",9,"23,1",6,"14,0",2,"5,1",0,"0,0",39,43
9599,LICEO MUNICIPAL PURKUYEN,Municipal,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",0,"0,0",1,"1,7",5,"8,9",24,"40,7",24,"42,9",24,"40,7",18,"32,1",10,"16,9",9,"16,1",3,"5,1",2,"3,6",59,56
9601,CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,Municipal,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",1,"2,0",2,"5,7",2,"4,0",10,"28,6",19,"38,0",13,"37,1",18,"36,0",10,"28,6",10,"20,0",4,"11,4",1,"2,0",35,50
9608,CENTRO EDUCACIONAL MIRADOR,Municipal,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",0,"0,0",3,"10,7",0,"0,0",10,"35,7",4,"21,1",12,"42,9",10,"52,6",3,"10,7",5,"26,3",1,"3,6",2,"10,5",28,19
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,Subvencionado,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",1,"1,1",3,"4,0",2,"2,2",48,"64,0",43,"47,8",15,"20,0",28,"31,1",9,"12,0",16,"17,8",2,"2,7",3,"3,3",75,90
9647,LICEO SAN FRANCISCO,Subvencionado,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",0,"0,0",3,"7,5",3,"6,1",14,"35,0",22,"44,9",9,"22,5",14,"28,6",14,"35,0",10,"20,4",0,"0,0",2,"4,1",40,49
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,Subvencionado,Región Metropolitana de Santiago,San Ramón,URBANO,2,"2,9",0,"0,0",9,"13,2",1,"1,9",31,"45,6",31,"58,5",20,"29,4",16,"30,2",6,"8,8",5,"9,4",1,"1,5",2,"3,8",68,53
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,Subvencionado,Región Metropolitana de Santiago,San Ramón,URBANO,0,"0,0",0,"0,0",5,"8,3",0,"0,0",30,"50,0",13,"43,3",14,"23,3",7,"23,3",11,"18,3",10,"33,3",1,"1,7",1,"3,3",60,30
8821,LICEO MUNICIPALIZADO AMANDA LABARCA,Municipal,Región Metropolitana de Santiago,Vitacura,URBANO,1,"1,8",1,"1,8",4,"7,0",3,"5,3",37,"64,9",33,"57,9",9,"15,8",15,"26,3",6,"10,5",5,"8,8",1,"1,8",0,"0,0",57,57
8825,COLEGIO ANTARTICA CHILENA,Municipal,Región Metropolitana de Santiago,Vitacura,URBANO,1,"2,0",0,"0,0",8,"16,0",3,"6,7",16,"32,0",25,"55,6",14,"28,0",12,"26,7",11,"22,0",5,"11,1",2,"4,0",0,"0,0",50,45
8833,LICEO MARIA LUISA BOMBAL,Subvencionado,Región Metropolitana de Santiago,Vitacura,URBANO,1,"5,3",1,"4,8",5,"26,3",4,"19,0",10,"52,6",12,"57,1",3,"15,8",1,"4,8",0,"0,0",3,"14,3",0,"0,0",1,"4,8",19,21
8846,COLEGIO INMACULADA CONCEPCION,Subvencionado,Región Metropolitana de Santiago,Vitacura,URBANO,2,"8,7",1,"2,2",0,"0,0",8,"17,8",18,"78,3",29,"64,4",1,"4,3",6,"13,3",2,"8,7",1,"2,2",1,"4,3",0,"0,0",23,45
10450,ESCUELA CONSOLIDADA,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",1,"1,0",4,"3,6",2,"2,0",57,"50,9",42,"41,6",33,"29,5",44,"43,6",18,"16,1",12,"11,9",2,"1,8",4,"4,0",112,101
10452,LICEO PUENTE ALTO,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"2,1",0,"0,0",5,"10,6",9,"15,8",22,"46,8",26,"45,6",11,"23,4",19,"33,3",8,"17,0",3,"5,3",4,"8,5",1,"1,8",47,57
10453,LICEO IND. MUNICIPALIZADO A N_ 116,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",7,"4,4",0,"0,0",60,"37,7",10,"43,5",64,"40,3",9,"39,1",28,"17,6",4,"17,4",6,"3,8",0,"0,0",159,23
10455,LICEO SAN GERONIMO,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"4,8",0,"0,0",3,"14,3",2,"13,3",9,"42,9",7,"46,7",6,"28,6",5,"33,3",2,"9,5",1,"6,7",1,"4,8",1,"6,7",21,15
10456,LICEO COMERCIAL DE PUENTE ALTO,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"2,4",0,"0,0",20,"47,6",34,"41,5",15,"35,7",32,"39,0",6,"14,3",16,"19,5",1,"2,4",4,"4,9",42,82
10457,COLEGIO MAIPO,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",4,"10,0",2,"5,7",22,"55,0",16,"45,7",12,"30,0",12,"34,3",2,"5,0",5,"14,3",0,"0,0",4,"11,4",40,35
10470,LICEO MUNIC.ING.MILITAR JUAN MACKENA O.,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,4,"4,3",1,"1,5",11,"11,8",2,"3,0",45,"48,4",31,"47,0",24,"25,8",23,"34,8",9,"9,7",9,"13,6",1,"1,1",0,"0,0",93,66
10479,COLEGIO ESTELA SEGURA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",10,"45,5",14,"70,0",10,"45,5",6,"30,0",2,"9,1",0,"0,0",0,"0,0",1,"5,0",22,20
10482,COLEGIO ARTURO PRAT,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",7,"20,6",18,"58,1",15,"44,1",12,"38,7",9,"26,5",1,"3,2",3,"8,8",0,"0,0",1,"2,9",31,34
10484,COLEGIO CORDILLERA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"5,7",0,"0,0",2,"5,7",3,"7,0",20,"57,1",20,"46,5",5,"14,3",15,"34,9",6,"17,1",5,"11,6",1,"2,9",1,"2,3",35,43
10487,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"1,5",3,"2,3",16,"12,0",7,"5,3",65,"48,9",74,"56,1",39,"29,3",39,"29,5",11,"8,3",9,"6,8",4,"3,0",4,"3,0",133,132
10489,LICEO NUESTRA SENORA DE LAS MERCEDES,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"6,1",0,"0,0",2,"6,1",3,"6,7",19,"57,6",27,"60,0",8,"24,2",13,"28,9",2,"6,1",2,"4,4",0,"0,0",0,"0,0",33,45
10491,ESCUELA SANTA JOAQUINA DE VEDRUNA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"5,9",0,"0,0",17,"50,0",0,"0,0",13,"38,2",0,"0,0",2,"5,9",0,"0,0",0,"0,0",0,34
10492,COLEGIO CRISTIANO BELEN,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"7,1",1,"6,3",4,"28,6",7,"43,8",8,"57,1",3,"18,8",1,"7,1",5,"31,3",0,"0,0",1,"6,3",14,16
10493,COLEGIO SAN LUIS DE GONZAGA II,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,9,"15,3",5,"8,6",3,"5,1",4,"6,9",26,"44,1",28,"48,3",12,"20,3",12,"20,7",9,"15,3",9,"15,5",0,"0,0",0,"0,0",59,58
10496,ESCUELA INDUSTRIAL LAS NIEVES,Subvencionado,Región Metropolitana de Santiago,Puente Alto,RURAL,1,"0,5",0,"0,0",15,"7,1",0,"0,0",109,"51,4",0,"0,0",53,"25,0",0,"0,0",34,"16,0",0,"0,0",2,"0,9",0,"0,0",212,0
10500,COLEGIO POLIV. EL ALBORADA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,4",17,"48,6",17,"40,5",13,"37,1",15,"35,7",5,"14,3",9,"21,4",3,"8,6",2,"4,8",35,42
10501,COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"2,9",0,"0,0",2,"2,9",1,"2,1",37,"53,6",20,"42,6",14,"20,3",19,"40,4",14,"20,3",7,"14,9",2,"2,9",0,"0,0",69,47
10503,COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",2,"2,4",0,"0,0",8,"9,5",0,"0,0",52,"61,9",0,"0,0",19,"22,6",0,"0,0",3,"3,6",0,"0,0",1,"1,2",0,84
10505,LICEO POLIVALENTE MARIA REINA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"2,6",3,"4,8",20,"51,3",46,"74,2",15,"38,5",11,"17,7",3,"7,7",2,"3,2",0,"0,0",0,"0,0",39,62
10506,COLEGIO SENDA DEL SABER,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",6,"15,0",2,"5,4",22,"55,0",22,"59,5",10,"25,0",8,"21,6",2,"5,0",5,"13,5",1,"2,5",0,"0,0",40,37
10507,ESCUELA TECNICA LAS NIEVES,Subvencionado,Región Metropolitana de Santiago,Puente Alto,RURAL,0,"0,0",2,"1,0",0,"0,0",6,"2,9",0,"0,0",101,"49,3",0,"0,0",66,"32,2",0,"0,0",30,"14,6",0,"0,0",6,"2,9",0,205
10515,ESCUELA DOMINGO FAUSTINO SARMIENTO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"6,3",0,"0,0",7,"43,8",2,"18,2",5,"31,3",4,"36,4",3,"18,8",5,"45,5",0,"0,0",1,"9,1",16,11
12077,COLEGIO SAN MIGUEL DE LOS ANDES,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"6,1",6,"16,2",21,"63,6",29,"78,4",10,"30,3",2,"5,4",5,"15,2",1,"2,7",33,37
24410,COLEGIO SANTA MARIA DE LA CORDILLERA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"2,4",0,"0,0",3,"7,1",2,"4,2",17,"40,5",34,"70,8",17,"40,5",10,"20,8",4,"9,5",2,"4,2",3,"7,1",0,"0,0",42,48
24438,COLEGIO MERRYLAND,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"3,7",0,"0,0",2,"7,4",1,"5,0",16,"59,3",15,"75,0",5,"18,5",4,"20,0",3,"11,1",0,"0,0",0,"0,0",1,"5,0",27,20
24443,LICEO MUNICIPAL CHILOE,Municipal,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",3,"6,8",2,"5,1",22,"50,0",24,"61,5",11,"25,0",8,"20,5",8,"18,2",5,"12,8",9,"20,5",3,"7,7",44,39
24648,COLEGIO LOS NOGALES,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"5,1",0,"0,0",2,"5,1",3,"7,3",20,"51,3",25,"61,0",10,"25,6",9,"22,0",5,"12,8",4,"9,8",0,"0,0",0,"0,0",39,41
24713,COLEGIO EL BOSQUE PROVINCIA CORDILLERA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,2,"9,1",0,"0,0",2,"9,1",2,"5,6",9,"40,9",27,"75,0",6,"27,3",4,"11,1",3,"13,6",3,"8,3",1,"4,5",0,"0,0",22,36
24767,COLEGIO EL SEMBRADOR ANEXO 2,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"1,7",0,"0,0",3,"5,0",2,"3,3",37,"61,7",34,"55,7",13,"21,7",22,"36,1",6,"10,0",3,"4,9",0,"0,0",3,"4,9",60,61
24878,CENTRO EDUCACIONAL FERNANDO DE ARAGON,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",2,"1,3",10,"8,8",3,"2,0",49,"43,0",56,"37,1",30,"26,3",50,"33,1",25,"21,9",40,"26,5",3,"2,6",1,"0,7",114,151
24892,COLEGIO POLIVALENTE ARAUCARIA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",2,"11,1",0,"0,0",8,"44,4",5,"41,7",7,"38,9",4,"33,3",1,"5,6",3,"25,0",1,"5,6",0,"0,0",18,12
24894,COLEGIO ARAUCARIA CORDILLERA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"4,5",2,"9,1",9,"40,9",7,"31,8",10,"45,5",11,"50,0",2,"9,1",2,"9,1",0,"0,0",1,"4,5",22,22
24935,COLEGIO POLIV. SIEMBRA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",3,"15,8",3,"17,6",9,"47,4",11,"64,7",4,"21,1",2,"11,8",3,"15,8",1,"5,9",0,"0,0",0,"0,0",19,17
24978,COLEGIO PART.POLITECNICO EYZAGUIRRE,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,7,"3,9",2,"1,6",10,"5,6",3,"2,4",69,"38,3",66,"52,8",53,"29,4",36,"28,8",41,"22,8",18,"14,4",2,"1,1",2,"1,6",180,125
24995,COLEGIO SAN FERNANDO DE PUENTE ALTO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",1,"16,7",0,"0,0",4,"66,7",4,"57,1",0,"0,0",3,"42,9",1,"16,7",0,"0,0",0,"0,0",1,"14,3",6,7
25050,COLEGIO PARTICULAR SAN MATEO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",2,"5,6",2,"8,7",19,"52,8",10,"43,5",10,"27,8",10,"43,5",5,"13,9",1,"4,3",0,"0,0",4,"17,4",36,23
25059,CENTRO EDUCACIONAL LARUN RAYUN,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"2,2",0,"0,0",5,"10,9",1,"3,1",24,"52,2",19,"59,4",11,"23,9",8,"25,0",5,"10,9",4,"12,5",3,"6,5",2,"6,3",46,32
25061,COLEGIO POLIVALENTE RAULÍ,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",6,"28,6",5,"21,7",10,"47,6",9,"39,1",5,"23,8",9,"39,1",0,"0,0",0,"0,0",21,23
25070,COLEGIO NAVARRA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",2,"15,4",1,"4,5",9,"69,2",7,"31,8",2,"15,4",12,"54,5",0,"0,0",2,"9,1",0,"0,0",0,"0,0",13,22
25071,COLEGIO JOSE ABELARDO NUNEZ MURUA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,8,"21,6",0,"0,0",8,"21,6",5,"10,9",12,"32,4",28,"60,9",8,"21,6",9,"19,6",1,"2,7",4,"8,7",0,"0,0",0,"0,0",37,46
25084,ESCUELA RUDOLF DECK WERTH,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"4,3",0,"0,0",3,"13,0",1,"3,3",11,"47,8",14,"46,7",4,"17,4",8,"26,7",4,"17,4",7,"23,3",1,"4,3",0,"0,0",23,30
25094,COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",1,"4,8",2,"11,8",0,"0,0",5,"29,4",13,"61,9",5,"29,4",5,"23,8",5,"29,4",2,"9,5",0,"0,0",0,"0,0",17,21
25136,COMPLEJO EDUCACIONAL SAN ALFONSO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",4,"10,8",1,"2,8",13,"35,1",16,"44,4",6,"16,2",11,"30,6",14,"37,8",8,"22,2",2,"5,4",3,"8,3",37,36
25166,COLEGIO PART. LOS OLMOS DE PTE. ALTO,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",2,"5,1",0,"0,0",18,"46,2",22,"59,5",9,"23,1",12,"32,4",10,"25,6",3,"8,1",0,"0,0",0,"0,0",39,37
25171,CENTRO EDUC. PRINCIPADO DE ASTURIAS,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,1,"3,2",0,"0,0",1,"3,2",2,"6,9",21,"67,7",18,"62,1",7,"22,6",8,"27,6",1,"3,2",1,"3,4",1,"3,2",0,"0,0",31,29
25210,ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL,Subvencionado,Región Metropolitana de Santiago,Puente Alto,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"100,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",2,1
