Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
5653,LICEO CARLOS CONDELL DE LA HAZA,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",3,"4,2",11,"64,7",25,"35,2",4,"23,5",23,"32,4",2,"11,8",20,"28,2",1,"5,9",1,"1,4",17,71
5654,INSTITUTO CLARET,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"1,5",0,"0,0",6,"4,5",10,"10,2",64,"48,5",44,"44,9",40,"30,3",34,"34,7",20,"15,2",10,"10,2",0,"0,0",2,"2,0",132,98
5655,LICEO PARTICULAR COMERCIAL TEMUCO,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"1,5",1,"0,5",10,"7,6",7,"3,6",58,"44,3",88,"45,8",39,"29,8",67,"34,9",22,"16,8",29,"15,1",3,"2,3",1,"0,5",131,192
5656,LICEO POLITECNICO PUEBLO NUEVO,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"0,9",0,"0,0",4,"1,7",0,"0,0",99,"43,0",12,"28,6",71,"30,9",22,"52,4",54,"23,5",8,"19,0",4,"1,7",0,"0,0",230,42
5658,COMPLEJO EDUCACIONAL JAVIERA CARRERA,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",2,"4,3",2,"4,3",18,"38,3",18,"39,1",12,"25,5",16,"34,8",15,"31,9",10,"21,7",1,"2,1",2,"4,3",47,46
5659,ESCUELA Y LICEO MONTESSORI,Subvencionado,Región de La Araucanía,Temuco,URBANO,1,"1,9",1,"1,8",7,"13,2",4,"7,0",24,"45,3",35,"61,4",18,"34,0",14,"24,6",3,"5,7",3,"5,3",0,"0,0",0,"0,0",53,57
5661,LICEO ADVENTISTA DE TEMUCO,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",2,"4,4",0,"0,0",23,"51,1",22,"62,9",9,"20,0",11,"31,4",11,"24,4",2,"5,7",0,"0,0",0,"0,0",45,35
5662,LICEO ESPANA DE TEMUCO,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"5,6",0,"0,0",3,"8,3",1,"2,6",12,"33,3",15,"39,5",13,"36,1",14,"36,8",6,"16,7",8,"21,1",0,"0,0",1,"2,6",36,38
5666,LICEO CAMILO HENRIQUEZ DE TEMUCO,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",1,"0,3",21,"8,8",15,"5,0",124,"51,7",162,"54,2",75,"31,3",95,"31,8",20,"8,3",26,"8,7",3,"1,3",3,"1,0",240,299
5669,ESCUELA PARTICULAR MADRE ADMIRABLE,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",1,"4,2",0,"0,0",0,"0,0",0,"0,0",13,"54,2",0,"0,0",7,"29,2",0,"0,0",3,"12,5",0,"0,0",1,"4,2",0,24
5670,COLEGIO SAN FRANCISCO,Subvencionado,Región de La Araucanía,Temuco,URBANO,1,"3,3",0,"0,0",5,"16,7",0,"0,0",14,"46,7",24,"57,1",5,"16,7",10,"23,8",5,"16,7",8,"19,0",1,"3,3",0,"0,0",30,42
5703,LICEO TECNICO PROF. CENTENARIO,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",3,"10,7",0,"0,0",14,"50,0",15,"55,6",5,"17,9",7,"25,9",6,"21,4",5,"18,5",0,"0,0",1,"3,7",28,27
5713,COLEGIO PARTICULAR I. CULTURA BRITANICA,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"4,3",0,"0,0",1,"2,1",1,"2,0",24,"51,1",20,"40,8",16,"34,0",23,"46,9",4,"8,5",5,"10,2",0,"0,0",2,"4,1",47,49
5729,CENTRO EDUCACIONAL AGROTURÍSTICO SANTA CRUZ,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",10,"62,5",0,"0,0",4,"25,0",0,"0,0",2,"12,5",0,"0,0",2,"12,5",0,16
5813,COLEGIO CENTENARIO,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",2,"6,1",0,"0,0",13,"39,4",14,"60,9",13,"39,4",8,"34,8",5,"15,2",1,"4,3",1,"3,0",1,"4,3",33,23
5814,COLEGIO SANTA CRUZ,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"3,7",23,"47,9",21,"38,9",19,"39,6",24,"44,4",6,"12,5",7,"13,0",2,"4,2",2,"3,7",48,54
5816,COLEGIO METODISTA,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"2,5",0,"0,0",22,"55,0",12,"36,4",8,"20,0",18,"54,5",9,"22,5",3,"9,1",0,"0,0",1,"3,0",40,33
19959,COLEGIO JUAN XXIII,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",1,"6,3",0,"0,0",1,"6,3",4,"30,8",10,"62,5",4,"30,8",2,"12,5",5,"38,5",2,"12,5",0,"0,0",0,"0,0",13,16
19974,COMPLEJO EDUCACIONAL LA FRONTERA,Subvencionado,Región de La Araucanía,Temuco,RURAL,1,"0,9",0,"0,0",1,"0,9",3,"6,8",49,"45,4",16,"36,4",38,"35,2",16,"36,4",19,"17,6",9,"20,5",1,"0,9",1,"2,3",108,44
19981,COLEGIO NUEVA CONCEPCION,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"11,1",1,"9,1",6,"66,7",5,"45,5",2,"22,2",1,"9,1",0,"0,0",4,"36,4",0,"0,0",0,"0,0",9,11
19983,ESCUELA BASICA PARTICULAR EMPRENDER,Subvencionado,Región de La Araucanía,Temuco,URBANO,1,"2,1",1,"2,6",2,"4,3",0,"0,0",21,"44,7",20,"51,3",15,"31,9",10,"25,6",8,"17,0",8,"20,5",1,"2,1",0,"0,0",47,39
20016,COLEGIO DE APLICACION,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"6,3",0,"0,0",4,"25,0",9,"47,4",6,"37,5",7,"36,8",5,"31,3",3,"15,8",1,"6,3",0,"0,0",16,19
20025,ESCUELA ARTISTICA ARMANDO DUFEY BLANC,Municipal,Región de La Araucanía,Temuco,URBANO,1,"2,7",0,"0,0",2,"5,4",2,"5,7",11,"29,7",17,"48,6",13,"35,1",11,"31,4",10,"27,0",5,"14,3",0,"0,0",1,"2,9",37,35
20037,LICEO COMERCIAL DEL DESARROLLO,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",6,"12,5",1,"2,2",25,"52,1",15,"32,6",9,"18,8",21,"45,7",8,"16,7",9,"19,6",2,"4,2",0,"0,0",48,46
20048,COLEGIO SCOLE CREARE,Subvencionado,Región de La Araucanía,Temuco,URBANO,1,"2,6",2,"5,3",4,"10,5",4,"10,5",14,"36,8",21,"55,3",18,"47,4",9,"23,7",1,"2,6",2,"5,3",0,"0,0",0,"0,0",38,38
20085,COLEGIO GOLDEN SCHOOL,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"8,3",10,"52,6",10,"83,3",7,"36,8",0,"0,0",2,"10,5",1,"8,3",0,"0,0",0,"0,0",19,12
20129,ESCUELA GRACIA Y PAZ,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"3,7",22,"88,0",10,"37,0",3,"12,0",12,"44,4",0,"0,0",4,"14,8",1,"4,0",1,"3,7",25,27
20137,COLEGIO INNOV-ARTE,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"3,2",4,"8,3",17,"54,8",22,"45,8",10,"32,3",18,"37,5",3,"9,7",4,"8,3",3,"9,7",2,"4,2",31,48
20159,LICEO PARTICULAR JAN COMENIUS,Subvencionado,Región de La Araucanía,Temuco,URBANO,2,"1,8",0,"0,0",4,"3,5",4,"3,7",59,"51,8",50,"46,3",30,"26,3",43,"39,8",19,"16,7",11,"10,2",2,"1,8",0,"0,0",114,108
20181,COLEGIO SAINT PATRICK SCHOOL,Subvencionado,Región de La Araucanía,Temuco,URBANO,1,"5,3",1,"3,4",0,"0,0",5,"17,2",11,"57,9",19,"65,5",6,"31,6",3,"10,3",1,"5,3",1,"3,4",0,"0,0",0,"0,0",19,29
20230,LICEO PARTICULAR SAN ROQUE,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"33,3",8,"47,1",3,"50,0",7,"41,2",1,"16,7",2,"11,8",0,"0,0",3,"17,6",6,17
20258,LICEO CUMBRES DE LABRANZA,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"2,8",0,"0,0",21,"58,3",17,"51,5",8,"22,2",8,"24,2",6,"16,7",8,"24,2",0,"0,0",2,"6,1",36,33
20266,LICEO BICENTENARIO DE TEMUCO,Municipal,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",4,"15,4",3,"6,8",13,"50,0",30,"68,2",8,"30,8",8,"18,2",1,"3,8",3,"6,8",0,"0,0",0,"0,0",26,44
20274,COLEGIO FOR LIFE,Subvencionado,Región de La Araucanía,Temuco,URBANO,0,"0,0",0,"0,0",1,"4,2",0,"0,0",8,"33,3",10,"58,8",10,"41,7",5,"29,4",5,"20,8",2,"11,8",0,"0,0",0,"0,0",24,17
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,Municipal,Región de La Araucanía,Carahue,URBANO,1,"0,8",0,"0,0",5,"4,0",2,"1,8",68,"54,4",62,"56,4",31,"24,8",35,"31,8",20,"16,0",11,"10,0",6,"4,8",0,"0,0",125,110
19925,LICEO PARTICULAR COMERCIAL CARAHUE,Subvencionado,Región de La Araucanía,Carahue,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,1",14,"43,8",20,"41,7",14,"43,8",16,"33,3",4,"12,5",11,"22,9",1,"3,1",1,"2,1",32,48
19954,ESCUELA ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL DOCKSTA,Subvencionado,Región de La Araucanía,Carahue,URBANO,0,"0,0",0,"0,0",1,"7,1",0,"0,0",2,"14,3",6,"66,7",5,"35,7",1,"11,1",6,"42,9",2,"22,2",0,"0,0",0,"0,0",14,9
20248,LICEO MUNICIPAL TROVOLHUE,Municipal,Región de La Araucanía,Carahue,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",7,"50,0",3,"17,6",6,"42,9",9,"52,9",1,"7,1",5,"29,4",0,"0,0",1,"5,9",14,17
5957,LICEO MUNICIPAL ATENEA,Municipal,Región de La Araucanía,Cunco,URBANO,0,"0,0",0,"0,0",3,"4,5",3,"6,1",41,"61,2",24,"49,0",15,"22,4",17,"34,7",8,"11,9",5,"10,2",1,"1,5",1,"2,0",67,49
5959,LICEO ARTURO VALENZUELA,Municipal,Región de La Araucanía,Cunco,URBANO,0,"0,0",0,"0,0",1,"9,1",0,"0,0",5,"45,5",3,"33,3",2,"18,2",4,"44,4",3,"27,3",2,"22,2",0,"0,0",0,"0,0",11,9
5992,COMPLEJO EDUCACIONAL JUAN BOSCO,Subvencionado,Región de La Araucanía,Cunco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",17,"47,2",5,"38,5",15,"41,7",5,"38,5",4,"11,1",3,"23,1",1,"2,8",0,"0,0",36,13
12368,LICEO POLITECNICO SANTA CRUZ,Subvencionado,Región de La Araucanía,Cunco,URBANO,0,"0,0",0,"0,0",1,"4,3",1,"2,0",10,"43,5",15,"30,6",5,"21,7",17,"34,7",7,"30,4",16,"32,7",0,"0,0",0,"0,0",23,49
6027,COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S,Municipal,Región de La Araucanía,Curarrehue,URBANO,3,"13,0",0,"0,0",4,"17,4",2,"10,0",10,"43,5",11,"55,0",3,"13,0",4,"20,0",3,"13,0",3,"15,0",2,"8,7",2,"10,0",23,20
6163,LICEO JUAN SCHLEYER,Municipal,Región de La Araucanía,Freire,URBANO,0,"0,0",1,"1,5",2,"2,4",2,"2,9",44,"53,0",37,"54,4",24,"28,9",18,"26,5",13,"15,7",10,"14,7",5,"6,0",3,"4,4",83,68
6188,COLEGIO SANTA CRUZ DE FREIRE,Subvencionado,Región de La Araucanía,Freire,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",10,"62,5",13,"92,9",5,"31,3",1,"7,1",1,"6,3",0,"0,0",0,"0,0",1,"7,1",16,14
6210,LICEO AGRICOLA MANUEL DILLEMS HILL,Subvencionado,Región de La Araucanía,Freire,RURAL,0,"0,0",0,"0,0",1,"3,0",1,"5,6",16,"48,5",10,"55,6",12,"36,4",4,"22,2",4,"12,1",3,"16,7",0,"0,0",0,"0,0",33,18
6708,LICEO GREGORIO URRUTIA,Municipal,Región de La Araucanía,Galvarino,URBANO,1,"2,2",0,"0,0",3,"6,7",1,"2,1",26,"57,8",30,"63,8",9,"20,0",14,"29,8",6,"13,3",2,"4,3",2,"4,4",1,"2,1",45,47
20175,LICEO JUAN PABLO II,Subvencionado,Región de La Araucanía,Galvarino,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"9,1",12,"60,0",8,"36,4",5,"25,0",6,"27,3",3,"15,0",6,"27,3",0,"0,0",2,"9,1",20,22
6269,COMPLEJO EDUCACIONAL ANDRES A. GORBEA,Municipal,Región de La Araucanía,Gorbea,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"5,9",18,"66,7",7,"20,6",7,"25,9",14,"41,2",2,"7,4",11,"32,4",0,"0,0",0,"0,0",27,34
6270,LICEO JOSE VICTORINO LASTARRIA,Municipal,Región de La Araucanía,Gorbea,URBANO,0,"0,0",0,"0,0",1,"8,3",0,"0,0",6,"50,0",7,"70,0",1,"8,3",3,"30,0",4,"33,3",0,"0,0",0,"0,0",0,"0,0",12,10
5823,LICEO H-C JORGE TEILLIER SANDOVAL,Municipal,Región de La Araucanía,Lautaro,URBANO,0,"0,0",1,"0,8",6,"5,0",1,"0,8",60,"50,4",57,"47,1",34,"28,6",50,"41,3",19,"16,0",12,"9,9",1,"0,8",5,"4,1",119,121
19906,LICEO POLITECNICO EMA ESPINOZA CORREA,Municipal,Región de La Araucanía,Lautaro,URBANO,1,"1,0",2,"2,2",4,"4,1",0,"0,0",42,"42,9",48,"52,7",34,"34,7",19,"20,9",17,"17,3",22,"24,2",3,"3,1",0,"0,0",98,91
6301,LICEO POLITECNICO ANDRES BELLO,Municipal,Región de La Araucanía,Loncoche,URBANO,0,"0,0",0,"0,0",4,"8,2",2,"4,3",20,"40,8",18,"39,1",16,"32,7",20,"43,5",9,"18,4",6,"13,0",0,"0,0",3,"6,5",49,46
6302,LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA,Municipal,Región de La Araucanía,Loncoche,URBANO,0,"0,0",0,"0,0",2,"3,6",1,"1,2",32,"57,1",43,"51,8",13,"23,2",26,"31,3",9,"16,1",13,"15,7",0,"0,0",1,"1,2",56,83
6336,COLEGIO SANTA CRUZ DE LONCOCHE,Subvencionado,Región de La Araucanía,Loncoche,URBANO,1,"3,3",1,"3,0",2,"6,7",3,"9,1",10,"33,3",17,"51,5",10,"33,3",8,"24,2",7,"23,3",4,"12,1",0,"0,0",0,"0,0",30,33
19904,IER. LICEO TÉCNICO PROFESIONAL HUISCAPI,Subvencionado,Región de La Araucanía,Loncoche,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",4,"66,7",4,"66,7",2,"33,3",2,"33,3",0,"0,0",0,"0,0",0,"0,0",1,"16,7",6,6
6007,LICEO LOS ANDES,Municipal,Región de La Araucanía,Melipeuco,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"5,6",7,"43,8",8,"44,4",5,"31,3",5,"27,8",4,"25,0",4,"22,2",0,"0,0",2,"11,1",16,18
20219,COLEGIO  ADENAUER,Subvencionado,Región de La Araucanía,Melipeuco,URBANO,0,"0,0",0,"0,0",1,"7,7",1,"10,0",8,"61,5",6,"60,0",3,"23,1",0,"0,0",1,"7,7",3,"30,0",0,"0,0",0,"0,0",13,10
6584,LICEO INDUSTRIAL C-16 NUEVA IMPERIAL,Subvencionado,Región de La Araucanía,Nueva Imperial,URBANO,1,"0,9",0,"0,0",3,"2,6",0,"0,0",43,"37,7",8,"50,0",31,"27,2",6,"37,5",36,"31,6",2,"12,5",1,"0,9",1,"6,3",114,16
6585,LICEO LUIS GONZALEZ VASQUEZ,Municipal,Región de La Araucanía,Nueva Imperial,URBANO,1,"1,0",0,"0,0",4,"4,2",2,"1,8",39,"40,6",44,"39,3",35,"36,5",43,"38,4",17,"17,7",23,"20,5",3,"3,1",4,"3,6",96,112
6644,LICEO SAN FCO DE ASIS DE NVA IMPERIAL,Subvencionado,Región de La Araucanía,Nueva Imperial,URBANO,0,"0,0",0,"0,0",0,"0,0",4,"7,4",20,"58,8",27,"50,0",7,"20,6",19,"35,2",7,"20,6",4,"7,4",1,"2,9",0,"0,0",34,54
11498,COMPLEJO EDUCACIONAL PRINCIPE DE GALES,Subvencionado,Región de La Araucanía,Nueva Imperial,URBANO,1,"1,5",0,"0,0",0,"0,0",1,"2,3",31,"45,6",15,"34,9",24,"35,3",24,"55,8",12,"17,6",3,"7,0",1,"1,5",1,"2,3",68,43
11527,LICEO POLITECNICO METODISTA LA GRANJA,Subvencionado,Región de La Araucanía,Nueva Imperial,RURAL,0,"0,0",0,"0,0",1,"2,8",0,"0,0",15,"41,7",15,"41,7",11,"30,6",11,"30,6",9,"25,0",10,"27,8",3,"8,3",0,"0,0",36,36
5574,COMPLEJO EDUCACIONAL PADRE LAS CASAS,Subvencionado,Región de La Araucanía,Padre Las Casas,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",7,"46,7",12,"70,6",8,"53,3",5,"29,4",0,"0,0",0,"0,0",1,"6,7",0,"0,0",15,17
5663,COMPLEJO EDUCACIONAL PADRE OSCAR MOSER,Subvencionado,Región de La Araucanía,Padre Las Casas,URBANO,1,"0,5",0,"0,0",8,"4,3",5,"3,1",81,"44,0",96,"60,4",65,"35,3",43,"27,0",29,"15,8",15,"9,4",6,"3,3",6,"3,8",184,159
5720,COLEGIO ÑIELOL CHE KIMUN,Subvencionado,Región de La Araucanía,Padre Las Casas,RURAL,1,"5,0",0,"0,0",0,"0,0",0,"0,0",11,"55,0",6,"66,7",3,"15,0",1,"11,1",5,"25,0",2,"22,2",0,"0,0",1,"11,1",20,9
20127,LICEO TECN. PROF. FORESTAL PEHUEN,Subvencionado,Región de La Araucanía,Padre Las Casas,RURAL,1,"2,9",0,"0,0",0,"0,0",0,"0,0",21,"60,0",1,"11,1",6,"17,1",5,"55,6",7,"20,0",3,"33,3",1,"2,9",1,"11,1",35,9
20184,LICEO SAN SEBASTIAN,Subvencionado,Región de La Araucanía,Padre Las Casas,URBANO,0,"0,0",0,"0,0",1,"6,3",0,"0,0",6,"37,5",9,"69,2",8,"50,0",4,"30,8",1,"6,3",0,"0,0",2,"12,5",1,"7,7",16,13
20193,COMPLEJO EDUCACIONAL MAQUEHUE,Subvencionado,Región de La Araucanía,Padre Las Casas,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",5,"38,5",2,"28,6",6,"46,2",1,"14,3",2,"15,4",4,"57,1",0,"0,0",0,"0,0",13,7
20205,ESCUELA PARTICULAR HABIT-ART,Subvencionado,Región de La Araucanía,Padre Las Casas,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",16,"53,3",7,"38,9",8,"26,7",6,"33,3",6,"20,0",5,"27,8",1,"3,3",1,"5,6",30,18
5879,LICEO ISABEL POBLETE V.,Municipal,Región de La Araucanía,Perquenco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",26,"61,9",15,"53,6",10,"23,8",7,"25,0",6,"14,3",6,"21,4",2,"4,8",1,"3,6",42,28
20164,LICEO AGRICOLA SAN SEBASTIAN,Subvencionado,Región de La Araucanía,Perquenco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",8,"47,1",6,"33,3",8,"47,1",4,"22,2",1,"5,9",8,"44,4",1,"5,9",0,"0,0",17,18
6223,LICEO DE CIENCIAS Y HUMANIDADES,Municipal,Región de La Araucanía,Pitrufquén,URBANO,0,"0,0",0,"0,0",2,"3,6",4,"6,5",31,"55,4",25,"40,3",13,"23,2",25,"40,3",10,"17,9",8,"12,9",0,"0,0",2,"3,2",56,62
6230,LICEO MUNICIPAL LA FRONTERA,Municipal,Región de La Araucanía,Pitrufquén,URBANO,0,"0,0",0,"0,0",1,"6,3",0,"0,0",10,"62,5",7,"33,3",4,"25,0",10,"47,6",1,"6,3",4,"19,0",0,"0,0",0,"0,0",16,21
6252,LICEO POLITECNICO PITRUFQUEN,Subvencionado,Región de La Araucanía,Pitrufquén,URBANO,0,"0,0",0,"0,0",3,"3,6",0,"0,0",32,"38,1",12,"30,0",26,"31,0",17,"42,5",23,"27,4",11,"27,5",2,"2,4",1,"2,5",84,40
6253,COMPLEJO EDUC.MONSENOR GUILLERMO HARTL,Subvencionado,Región de La Araucanía,Pitrufquén,URBANO,2,"2,3",0,"0,0",5,"5,7",2,"1,6",47,"53,4",52,"41,6",26,"29,5",58,"46,4",8,"9,1",13,"10,4",5,"5,7",1,"0,8",88,125
6267,LICEO PARTICULAR SUBV.QUINQUE,Subvencionado,Región de La Araucanía,Pitrufquén,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",3,"37,5",3,"37,5",4,"50,0",3,"37,5",1,"12,5",2,"25,0",0,"0,0",0,"0,0",8,8
19968,COLEGIO ADVENTISTA DE PITRUFQUEN,Subvencionado,Región de La Araucanía,Pitrufquén,URBANO,0,"0,0",0,"0,0",2,"11,1",0,"0,0",6,"33,3",9,"33,3",8,"44,4",14,"51,9",2,"11,1",4,"14,8",0,"0,0",1,"3,7",18,27
20090,COLEGIO LEONARDO DA VINCI SCHOOL,Subvencionado,Región de La Araucanía,Pitrufquén,URBANO,1,"7,1",0,"0,0",0,"0,0",2,"11,1",8,"57,1",11,"61,1",3,"21,4",5,"27,8",2,"14,3",0,"0,0",0,"0,0",0,"0,0",14,18
20290,COLEGIO THE FOREST SCHOOL,Subvencionado,Región de La Araucanía,Pitrufquén,URBANO,0,"0,0",0,"0,0",3,"7,3",2,"7,7",27,"65,9",12,"46,2",8,"19,5",9,"34,6",3,"7,3",3,"11,5",0,"0,0",0,"0,0",41,26
6051,LICEO DE HOTELERIA Y TURISMO,Municipal,Región de La Araucanía,Pucón,URBANO,0,"0,0",0,"0,0",4,"8,7",1,"1,6",26,"56,5",27,"44,3",9,"19,6",18,"29,5",7,"15,2",15,"24,6",0,"0,0",2,"3,3",46,61
6052,ESCUELA CARLOS HOLZAFEL,Municipal,Región de La Araucanía,Pucón,URBANO,0,"0,0",0,"0,0",2,"8,0",0,"0,0",8,"32,0",7,"36,8",8,"32,0",10,"52,6",7,"28,0",2,"10,5",0,"0,0",0,"0,0",25,19
6070,COMPLEJO EDUCACIONAL PABLO SEXTO,Subvencionado,Región de La Araucanía,Pucón,URBANO,2,"8,3",0,"0,0",1,"4,2",0,"0,0",9,"37,5",13,"54,2",11,"45,8",9,"37,5",1,"4,2",2,"8,3",0,"0,0",0,"0,0",24,24
20139,LICEO TECNOLOGICO MONTEMARIA,Subvencionado,Región de La Araucanía,Pucón,RURAL,0,"0,0",1,"2,9",2,"4,3",2,"5,9",26,"55,3",12,"35,3",12,"25,5",8,"23,5",7,"14,9",11,"32,4",2,"4,3",1,"2,9",47,34
20153,COLEGIO PUCÓN,Subvencionado,Región de La Araucanía,Pucón,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"66,7",4,"100,0",1,"33,3",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",3,4
20167,COLEGIO LIAHONA,Subvencionado,Región de La Araucanía,Pucón,URBANO,0,"0,0",0,"0,0",2,"5,7",0,"0,0",20,"57,1",24,"64,9",9,"25,7",11,"29,7",4,"11,4",2,"5,4",1,"2,9",0,"0,0",35,37
20209,COLEGIO RAITRAI DE PUCON,Subvencionado,Región de La Araucanía,Pucón,URBANO,1,"12,5",0,"0,0",2,"25,0",1,"7,1",3,"37,5",6,"42,9",1,"12,5",5,"35,7",1,"12,5",2,"14,3",0,"0,0",1,"7,1",8,14
6452,LICEO REINO DE SUECIA,Municipal,Región de La Araucanía,Saavedra,URBANO,1,"3,6",0,"0,0",0,"0,0",0,"0,0",13,"46,4",13,"40,6",9,"32,1",10,"31,3",5,"17,9",9,"28,1",1,"3,6",2,"6,3",28,32
6465,LICEO PART. SUBVENC. LA SIERRA,Subvencionado,Región de La Araucanía,Saavedra,RURAL,1,"20,0",0,"0,0",0,"0,0",0,"0,0",1,"20,0",1,"20,0",1,"20,0",2,"40,0",2,"40,0",2,"40,0",0,"0,0",1,"20,0",5,5
6496,ESCUELA GABRIELA MISTRAL,Subvencionado,Región de La Araucanía,Saavedra,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",6,"66,7",1,"20,0",1,"11,1",1,"20,0",2,"22,2",3,"60,0",0,"0,0",0,"0,0",9,5
6397,LICEO MUNICIPAL BARROS ARANA,Municipal,Región de La Araucanía,Teodoro Schmidt,URBANO,0,"0,0",1,"11,1",0,"0,0",0,"0,0",3,"27,3",5,"55,6",6,"54,5",2,"22,2",2,"18,2",1,"11,1",1,"9,1",0,"0,0",11,9
6398,ESCUELA NUEVA ALBORADA,Municipal,Región de La Araucanía,Teodoro Schmidt,URBANO,0,"0,0",0,"0,0",2,"9,1",1,"5,0",10,"45,5",13,"65,0",5,"22,7",3,"15,0",5,"22,7",3,"15,0",1,"4,5",3,"15,0",22,20
16942,COLEGIO CRISTO REY,Subvencionado,Región de La Araucanía,Teodoro Schmidt,URBANO,0,"0,0",0,"0,0",1,"25,0",0,"0,0",0,"0,0",1,"33,3",1,"25,0",2,"66,7",2,"50,0",0,"0,0",0,"0,0",0,"0,0",4,3
20053,LICEO TECNICO PROFESIONAL HUALPIN,Municipal,Región de La Araucanía,Teodoro Schmidt,RURAL,0,"0,0",0,"0,0",1,"6,3",0,"0,0",6,"37,5",3,"60,0",6,"37,5",1,"20,0",3,"18,8",1,"20,0",1,"6,3",0,"0,0",16,5
6348,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,Municipal,Región de La Araucanía,Toltén,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",30,"50,8",18,"36,7",14,"23,7",16,"32,7",15,"25,4",15,"30,6",4,"6,8",1,"2,0",59,49
5613,COMPLEJO EDUCACIONAL LA GRANJA,Municipal,Región de La Araucanía,Vilcún,URBANO,0,"0,0",0,"0,0",1,"1,8",0,"0,0",17,"30,9",18,"41,9",22,"40,0",10,"23,3",15,"27,3",15,"34,9",1,"1,8",1,"2,3",55,43
