idrbd,dnino,dnina,bpnino,bpnina,nnino,nnina,snino,snina,onino,onina,rtnino,rtnina,tnino,tnina,total
11209,0,0,2,0,8,6,2,7,4,3,1,1,16,16,32
12305,0,0,4,0,18,19,6,15,4,3,1,1,32,37,69
14211,0,0,2,0,4,11,5,11,3,4,0,0,14,26,40
14313,0,0,2,1,8,13,4,7,2,2,0,1,16,23,39
14363,0,0,3,3,22,42,18,19,7,7,1,0,50,71,121
14375,2,1,5,1,15,28,5,16,3,1,2,2,30,47,77
14580,0,1,0,1,8,7,1,3,5,1,0,1,14,13,27
14622,0,1,0,0,7,9,5,6,5,2,0,1,17,18,35
14674,1,3,3,3,13,16,9,12,3,9,1,0,29,43,72
14778,0,0,1,0,8,13,6,5,3,5,2,1,18,23,41
14870,1,1,2,0,18,12,2,10,4,1,1,1,27,24,51
14912,1,0,7,3,17,24,13,14,5,4,0,0,43,45,88
16798,0,0,0,0,3,6,5,2,1,0,1,0,9,8,17
40065,0,0,2,1,5,4,1,1,1,2,1,0,9,8,17
40251,1,0,6,1,33,28,17,26,11,8,3,1,68,63,131
40299,0,1,1,1,5,6,2,6,1,1,0,1,9,15,24
2102,0,2,0,7,0,72,0,56,0,59,0,4,0,196,196
2103,2,0,14,2,134,16,153,6,83,5,5,1,386,29,415
2104,2,0,15,10,95,103,74,72,46,40,6,2,232,225,457
2105,5,1,13,1,54,28,52,19,32,12,6,1,156,61,217
2109,0,1,0,9,0,77,0,43,0,10,0,1,0,140,140
2110,6,2,20,16,93,143,55,73,25,21,2,1,199,255,454
2111,1,0,1,5,26,36,23,28,16,11,5,4,67,80,147
2123,1,0,7,5,43,22,30,21,20,9,3,3,101,57,158
2124,1,0,4,2,17,7,9,8,10,4,0,2,41,21,62
2134,0,1,1,0,30,26,15,17,11,15,4,4,57,59,116
2150,0,0,0,1,0,18,0,16,0,2,0,0,0,37,37
2153,0,0,0,0,2,2,9,10,7,0,1,1,18,12,30
2163,0,0,2,1,9,11,9,12,5,1,2,1,25,25,50
2164,0,1,0,0,12,20,11,10,1,6,0,0,24,37,61
2165,0,0,1,2,3,17,4,14,0,1,0,1,8,34,42
2166,2,2,6,4,33,26,13,18,12,2,0,1,66,52,118
2167,0,1,2,1,6,9,7,4,2,3,0,0,17,18,35
2173,0,0,0,3,16,6,2,4,1,3,0,3,19,16,35
11256,0,1,5,3,20,18,17,7,6,4,0,1,48,33,81
11265,4,1,2,2,39,36,19,16,19,17,1,0,83,72,155
15643,0,0,1,0,7,9,2,4,6,1,0,0,16,14,30
15662,0,0,4,2,20,20,24,9,8,11,2,0,56,42,98
15676,0,0,3,3,11,22,7,9,2,0,1,0,23,34,57
15682,0,0,0,0,10,1,3,4,4,3,0,0,17,8,25
15700,0,1,3,2,16,15,15,13,4,4,0,0,38,35,73
15726,0,0,2,1,15,10,10,11,7,5,0,0,34,27,61
15746,0,0,0,0,4,2,0,0,0,1,0,0,4,3,7
15750,0,0,2,0,4,6,2,5,1,3,0,0,9,14,23
15769,5,0,4,2,15,11,4,6,3,5,0,0,31,24,55
15775,0,1,0,3,0,25,0,18,0,9,0,3,0,56,56
15793,0,0,0,0,15,7,5,5,6,6,0,3,26,18,44
15840,0,0,2,2,14,17,9,8,6,2,0,1,31,29,60
20364,2,0,2,1,20,19,9,9,4,6,0,0,37,35,72
2244,0,0,0,0,1,0,1,1,1,1,0,0,3,2,5
15781,0,0,2,2,16,17,11,7,9,8,2,2,38,34,72
2406,0,0,2,2,10,4,4,2,3,4,0,1,19,12,31
2401,1,0,2,0,22,9,15,4,13,2,5,0,53,15,68
11287,2,0,4,2,26,16,12,19,13,6,4,1,57,43,100
15502,0,0,0,0,7,10,4,9,3,0,0,0,14,19,33
2411,1,0,0,3,26,16,9,9,7,2,1,1,43,30,73
15600,0,0,2,0,9,13,6,7,3,1,0,0,20,21,41
15690,0,1,5,2,18,12,7,13,3,1,3,1,33,29,62
2205,0,1,1,0,9,11,2,6,5,4,0,2,17,22,39
2206,4,0,0,0,13,7,3,3,2,2,1,1,22,12,34
2217,0,0,2,0,4,7,5,16,4,7,0,1,15,30,45
2218,0,0,1,1,6,8,6,5,6,3,1,1,19,17,36
2219,0,0,3,2,19,10,16,14,12,8,0,2,50,34,84
15646,1,1,14,10,57,87,24,63,27,29,7,8,123,190,313
2422,2,0,8,4,54,34,33,32,14,10,1,0,111,80,191
15624,0,1,5,4,17,20,19,21,8,6,0,0,49,52,101
40371,0,0,0,1,2,12,4,6,4,3,1,2,10,22,32
2259,0,0,1,1,16,18,9,13,2,5,0,1,28,37,65
15534,0,0,0,2,14,16,7,6,2,3,2,0,23,27,50
15554,2,0,0,1,10,14,5,5,1,0,1,0,18,20,38
15627,0,0,1,1,10,6,6,5,6,1,0,1,23,13,36
15759,1,0,3,0,32,20,17,11,9,8,4,2,62,39,101
15767,0,0,1,1,9,11,4,10,1,6,0,1,15,28,43
15792,2,0,4,4,10,6,6,3,0,1,0,1,22,14,36
15817,0,0,2,3,11,16,3,10,3,3,0,0,19,32,51
40023,1,0,5,0,23,21,8,9,7,3,2,0,44,33,77
15720,0,0,1,1,12,11,8,9,5,6,1,0,26,27,53
2222,0,0,2,0,19,20,21,17,11,9,0,2,53,46,99
2224,1,0,1,1,9,4,3,6,3,3,0,0,17,14,31
15809,0,1,3,2,9,7,5,9,1,4,0,0,18,23,41
40024,1,0,4,1,38,18,28,19,15,10,1,1,86,48,134
2378,0,0,0,0,16,21,32,20,5,2,10,0,53,43,96
15589,0,0,1,0,6,6,2,9,5,4,0,0,14,19,33
2375,0,1,4,1,22,19,14,13,18,14,1,2,58,48,106
2319,0,1,2,0,16,21,16,19,7,3,1,2,41,44,85
2326,0,1,1,2,20,16,11,19,5,6,0,0,37,44,81
2280,3,1,4,2,34,42,22,26,15,16,2,0,78,87,165
2283,0,0,4,2,46,39,23,31,8,12,2,4,81,84,165
2285,0,0,0,0,5,6,9,2,9,1,0,1,23,9,32
2308,0,0,0,3,10,14,1,6,2,1,0,0,13,24,37
2309,0,0,0,1,15,17,15,7,6,10,0,0,36,35,71
15601,0,2,5,2,15,26,8,9,1,1,0,0,29,40,69
15843,5,0,15,1,50,17,27,6,22,7,6,0,119,31,150
40114,1,0,6,6,22,56,9,26,13,27,2,0,51,115,166
2278,2,0,5,1,26,41,29,25,21,9,1,1,83,76,159
40025,0,0,1,0,18,12,15,8,9,8,0,1,43,28,71
2329,3,0,4,6,55,68,46,52,20,37,2,2,128,163,291
2339,0,1,3,0,6,6,2,1,2,2,0,0,13,10,23
2355,2,0,12,0,43,0,17,0,13,0,1,0,87,0,87
2356,0,2,0,2,0,43,0,10,0,9,0,1,0,66,66
11248,0,0,1,0,5,6,5,1,2,2,0,0,13,9,22
15583,1,0,2,1,27,19,20,25,17,15,2,3,67,60,127
15596,0,0,3,1,14,6,10,12,8,7,0,0,35,26,61
15657,0,1,0,2,9,28,6,17,3,3,0,1,18,51,69
15731,2,1,0,0,5,5,3,6,4,1,0,0,14,13,27
15744,0,0,0,2,5,7,8,8,5,1,0,1,18,18,36
15820,0,0,1,0,7,8,4,3,4,2,0,0,16,13,29
15832,0,0,1,0,5,4,2,1,2,1,1,0,10,6,16
2635,3,1,1,3,37,39,27,20,19,11,0,5,87,74,161
2656,0,0,0,0,12,11,6,5,1,3,1,0,19,19,38
15522,0,0,0,1,10,15,3,3,0,0,2,0,13,19,32
2681,1,0,1,0,10,13,11,11,8,10,0,0,31,34,65
2701,0,0,1,0,11,5,4,6,4,3,3,0,20,14,34
2657,0,0,2,2,14,6,10,7,7,6,2,1,33,21,54
15808,0,0,0,0,8,6,2,6,5,5,0,2,15,17,32
2442,0,1,0,5,0,89,0,60,0,40,0,6,0,195,195
2443,5,0,8,0,117,6,89,2,66,6,7,1,285,14,299
2444,0,0,0,0,1,2,1,1,0,0,0,0,2,3,5
2447,1,0,7,0,33,26,22,16,10,9,1,3,73,51,124
2448,0,0,2,2,12,19,12,8,4,9,1,2,30,38,68
2453,0,1,2,2,9,19,8,6,4,2,0,1,23,30,53
2454,1,2,1,5,29,34,16,10,3,2,1,1,50,53,103
2455,0,1,1,1,17,29,7,17,6,13,0,6,31,61,92
2485,0,0,0,0,35,4,17,11,11,4,0,0,63,19,82
15621,1,0,1,1,6,7,5,10,4,2,0,0,17,20,37
15633,0,0,0,0,6,14,8,4,1,0,0,0,15,18,33
15684,0,0,2,1,10,4,3,7,3,1,0,0,18,13,31
15745,0,0,4,2,10,18,4,13,1,7,0,0,19,40,59
15758,0,0,2,2,4,12,2,2,3,1,0,0,11,17,28
15787,0,0,0,2,16,16,2,6,5,4,0,0,23,28,51
40080,0,0,0,3,23,16,12,14,10,7,3,1,45,40,85
2486,0,0,6,3,54,59,49,33,25,22,2,5,134,117,251
2514,0,0,1,0,23,0,14,0,8,0,1,0,46,0,46
15610,0,0,0,2,10,12,3,6,6,5,0,1,19,25,44
15739,0,0,0,1,20,24,9,16,6,8,0,2,35,49,84
15774,0,0,0,0,6,1,3,1,7,2,5,2,16,4,20
2583,0,0,6,3,21,18,8,7,8,6,1,2,43,34,77
2530,3,0,4,1,20,29,19,10,11,8,0,2,57,48,105
15722,0,0,1,1,13,15,3,9,2,2,0,0,19,27,46
2612,0,0,1,1,16,9,7,5,8,8,0,1,32,23,55
2625,1,0,4,1,28,17,16,20,18,14,3,2,67,52,119
2518,0,0,0,0,1,8,5,2,4,0,0,0,10,10,20
2551,1,1,5,6,48,26,24,33,26,14,3,8,104,80,184
2552,1,1,5,2,63,73,34,59,26,39,1,1,129,174,303
2579,1,0,11,0,66,0,39,0,12,0,3,0,129,0,129
2580,0,1,0,6,0,42,0,32,0,7,0,1,0,88,88
15664,0,0,4,2,11,47,6,25,4,7,1,1,25,81,106
15683,1,0,3,3,7,10,7,10,5,3,0,1,23,26,49
2930,0,0,0,0,9,5,5,4,2,4,1,0,16,13,29
2934,0,0,3,11,30,83,17,54,15,68,2,9,65,216,281
2935,4,1,10,17,67,104,42,63,20,28,4,6,143,213,356
2937,1,0,15,0,81,5,53,3,48,2,5,1,198,10,208
2938,2,0,12,19,105,127,64,88,28,20,2,2,211,254,465
2939,1,0,0,1,14,7,12,4,3,5,1,1,30,17,47
2940,0,0,1,1,4,5,2,1,1,3,1,0,8,10,18
2943,0,0,2,0,11,6,2,1,5,4,0,0,20,11,31
2973,2,1,14,9,104,109,51,51,10,9,4,0,181,179,360
2974,0,0,2,1,6,3,2,1,0,3,2,0,10,8,18
2979,0,0,2,0,7,8,4,5,4,1,1,0,17,14,31
2991,0,0,2,3,18,20,7,9,8,3,0,1,35,35,70
2992,0,0,3,3,21,29,7,12,8,4,0,0,39,48,87
2995,0,2,8,4,28,34,20,18,10,4,2,2,66,62,128
3003,1,0,0,0,7,10,3,0,0,0,1,0,11,10,21
3005,0,0,0,4,0,53,0,20,0,11,0,1,0,88,88
3006,8,0,13,0,137,0,80,0,63,0,6,0,301,0,301
3013,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
11348,0,0,3,1,12,12,7,5,0,1,0,1,22,19,41
16427,1,0,2,1,9,4,10,6,1,0,0,0,23,11,34
16434,0,0,5,0,33,14,17,11,22,16,1,2,77,41,118
16441,0,0,0,3,0,72,0,60,0,33,0,8,0,168,168
16443,0,2,7,5,40,41,34,40,27,27,1,1,108,115,223
16446,2,0,12,1,35,28,16,19,19,11,4,2,84,59,143
16462,0,0,0,0,1,3,5,2,1,0,1,0,7,5,12
16467,1,1,5,2,23,20,17,22,10,8,1,4,56,53,109
16488,2,0,2,0,10,14,7,6,1,2,0,0,22,22,44
16489,0,0,1,1,6,6,3,3,1,1,0,0,11,11,22
16497,0,0,1,0,8,6,2,2,1,2,0,1,12,10,22
16604,0,0,1,0,17,7,10,2,10,2,1,0,38,11,49
16627,0,1,1,5,30,50,15,7,3,0,0,0,49,63,112
16676,0,0,0,0,20,1,7,4,13,8,4,0,40,13,53
16678,0,0,3,2,17,17,12,13,5,9,0,0,37,41,78
16748,1,0,2,2,18,15,9,8,1,7,0,3,31,32,63
3163,3,1,8,3,54,37,36,30,28,20,1,4,129,91,220
3165,1,0,5,3,49,52,17,38,6,9,7,2,78,102,180
3172,0,0,3,0,12,12,8,8,7,8,1,2,30,28,58
3173,0,0,0,1,7,1,4,5,7,3,0,0,18,10,28
3202,1,1,4,2,23,24,12,22,13,13,1,1,53,62,115
16459,0,0,0,1,5,9,2,3,3,2,0,1,10,15,25
16476,0,1,1,0,7,6,4,3,3,2,1,0,15,12,27
20352,0,2,2,0,27,36,6,20,10,9,0,2,45,67,112
3205,0,0,0,0,26,15,18,9,16,12,3,1,60,36,96
3128,0,0,0,0,14,11,6,12,4,7,1,2,24,30,54
3110,0,0,1,0,5,4,2,3,2,1,0,0,10,8,18
3126,0,0,0,1,2,20,3,13,3,24,1,4,8,58,66
3127,1,0,2,1,30,7,21,3,25,7,1,0,79,18,97
16728,0,0,4,1,20,17,8,10,7,2,0,1,39,30,69
16756,1,1,1,0,6,5,13,3,4,0,0,0,25,9,34
3016,0,0,0,0,5,1,4,4,7,3,1,0,16,8,24
3138,0,0,0,0,8,1,3,2,5,3,0,0,16,6,22
3033,0,0,0,0,20,9,8,9,6,1,1,0,34,19,53
3055,3,2,6,2,45,37,20,15,11,13,1,1,85,69,154
3059,0,0,2,0,5,2,4,2,6,1,1,0,17,5,22
3108,1,0,3,2,8,14,5,6,2,4,0,0,19,26,45
3538,0,0,2,2,28,26,20,15,10,9,0,1,60,52,112
3539,2,0,4,7,36,59,23,24,16,20,2,0,81,110,191
3540,1,1,6,1,42,22,19,12,16,6,6,3,84,42,126
3608,0,0,2,1,13,31,10,10,1,5,0,1,26,47,73
16658,0,0,0,0,10,10,7,12,4,5,1,2,21,27,48
16751,0,0,10,1,19,30,17,9,9,9,1,4,55,49,104
3618,0,0,2,2,10,19,11,6,14,7,3,2,37,34,71
3609,0,0,1,0,30,26,16,21,4,6,3,1,51,53,104
2732,0,0,3,1,11,15,11,12,2,2,1,1,27,30,57
2733,0,0,0,0,9,3,5,1,0,0,1,0,14,4,18
2737,0,0,1,0,2,6,3,4,1,0,1,0,7,10,17
2782,0,1,6,2,26,30,21,19,14,8,1,3,67,60,127
2785,0,0,0,0,12,3,3,3,7,1,0,0,22,7,29
2787,2,1,2,0,14,32,11,9,6,0,0,0,35,42,77
2793,1,0,12,4,99,61,81,28,53,17,1,2,246,110,356
16415,3,0,1,6,50,34,18,14,1,1,2,0,73,55,128
16417,0,0,5,2,61,35,45,24,32,11,5,1,143,72,215
16448,0,0,0,10,0,60,0,45,0,17,0,2,0,132,132
16452,0,0,3,2,31,30,28,20,29,24,1,5,91,76,167
16494,0,0,1,0,9,6,5,3,5,1,1,0,20,10,30
16508,2,1,7,2,15,17,9,6,3,0,1,0,36,26,62
16509,1,0,2,0,12,7,8,1,1,0,0,0,24,8,32
16512,0,0,4,1,6,12,8,4,2,4,1,0,20,21,41
16535,0,1,1,3,9,13,4,5,2,3,0,0,16,25,41
16541,0,0,0,1,15,8,10,9,9,4,1,0,34,22,56
16549,2,0,2,0,6,7,3,3,3,3,0,0,16,13,29
16564,0,0,2,0,12,8,3,4,4,4,0,0,21,16,37
16582,0,0,2,6,32,73,15,42,16,26,1,4,65,147,212
16583,0,1,4,1,24,37,20,26,13,16,2,1,61,81,142
16588,0,1,3,1,16,14,9,15,3,5,1,2,31,36,67
16600,1,2,1,0,23,32,10,12,0,8,0,1,35,54,89
16652,0,0,1,0,1,7,2,6,0,0,1,0,4,13,17
16697,1,0,6,1,53,36,25,31,12,16,1,4,97,84,181
16716,5,0,3,5,47,56,16,23,5,9,1,0,76,93,169
16729,2,0,0,0,4,15,11,12,7,5,3,1,24,32,56
16730,1,0,4,0,15,10,9,3,2,1,0,0,31,14,45
2882,0,0,0,0,33,34,13,21,22,8,3,0,68,63,131
2896,0,1,0,5,6,15,8,12,8,6,2,0,22,39,61
2908,0,0,0,0,2,2,2,0,1,0,0,0,5,2,7
2835,0,0,1,1,17,30,22,29,5,12,3,0,45,72,117
2836,0,0,2,1,18,10,10,4,15,6,0,0,45,21,66
2863,0,1,0,0,9,10,11,3,6,3,0,0,26,17,43
2864,0,0,1,0,1,1,0,0,0,2,1,0,2,3,5
2865,0,0,0,7,24,10,18,16,11,6,0,2,53,39,92
16424,0,0,2,1,16,13,5,12,6,8,0,1,29,34,63
16432,1,0,4,0,20,4,11,4,10,5,3,0,46,13,59
16502,0,0,0,1,5,12,4,7,1,1,0,0,10,21,31
16608,0,0,0,1,5,20,13,10,5,5,1,0,23,36,59
16685,0,0,0,0,3,4,4,2,5,1,0,1,12,7,19
16551,1,0,0,0,7,4,4,1,4,2,0,2,16,7,23
2833,0,0,2,0,6,5,6,1,6,0,0,1,20,6,26
16570,0,0,1,1,9,8,11,5,4,0,0,0,25,14,39
16754,0,1,3,1,21,19,11,7,8,3,4,3,43,31,74
16587,0,0,3,0,21,13,13,13,9,16,0,1,46,42,88
2794,1,1,5,1,32,26,23,26,10,8,3,2,71,62,133
16477,0,0,2,0,6,7,5,3,3,1,1,0,16,11,27
16634,1,0,11,5,42,63,33,33,17,24,4,2,104,125,229
2909,1,0,0,0,6,1,1,5,1,5,0,0,9,11,20
2910,0,0,0,0,6,6,4,3,1,2,0,0,11,11,22
3247,2,1,13,9,100,114,59,57,20,12,1,6,194,193,387
3248,3,0,12,8,109,90,50,40,23,29,4,2,197,167,364
3252,1,1,10,3,53,42,18,40,20,28,7,8,102,114,216
3290,0,0,0,4,0,89,0,51,0,25,0,3,0,169,169
3296,3,4,8,3,63,38,36,16,34,12,2,0,144,73,217
3298,1,0,1,1,21,21,15,12,8,5,0,0,46,39,85
3300,0,0,3,2,29,33,9,11,3,0,2,0,44,46,90
3302,0,0,0,4,0,20,0,17,0,4,0,1,0,45,45
3303,0,0,5,4,18,20,6,13,3,3,1,1,32,40,72
3304,0,0,3,0,14,9,8,4,4,2,1,1,29,15,44
3305,1,0,10,1,48,18,24,26,11,6,8,1,94,51,145
3308,0,0,1,1,15,6,5,2,2,3,0,0,23,12,35
3311,0,0,2,1,10,9,12,5,4,1,0,0,28,16,44
16642,0,0,0,0,5,1,2,1,0,1,2,0,7,3,10
3328,0,1,4,2,37,31,13,25,10,9,0,0,64,68,132
3348,0,0,4,2,31,14,15,22,10,8,2,2,60,46,106
3359,1,0,0,0,9,2,3,2,2,2,0,0,15,6,21
16410,0,0,4,1,8,10,5,6,7,2,0,1,24,19,43
3387,0,1,2,0,18,13,9,7,7,2,1,1,36,23,59
3400,0,0,0,0,6,3,2,1,3,2,0,0,11,6,17
3430,1,2,0,0,9,10,9,7,0,1,0,0,19,20,39
3431,1,0,3,2,32,36,11,13,4,3,0,0,51,54,105
3432,0,1,2,3,28,28,15,11,8,8,0,2,53,51,104
3433,0,0,2,2,17,22,6,7,1,1,1,0,26,32,58
11336,0,0,1,0,11,14,4,3,6,5,0,1,22,22,44
16469,1,0,3,0,22,16,11,11,5,3,0,0,42,30,72
3434,0,1,4,2,48,36,20,24,17,15,2,2,89,78,167
3442,0,0,0,0,3,3,2,3,0,1,0,0,5,7,12
3443,0,0,0,1,6,4,2,2,3,0,0,0,11,7,18
3460,0,0,1,4,8,6,8,6,5,3,0,0,22,19,41
3479,3,0,17,9,97,81,51,47,45,42,5,2,213,179,392
3530,1,1,5,0,12,31,12,15,2,3,1,0,32,50,82
3531,0,0,0,0,12,25,28,15,0,0,0,0,40,40,80
3533,1,1,3,9,16,19,15,11,5,6,0,1,40,46,86
16507,1,0,0,1,11,5,6,7,1,5,0,1,19,18,37
16644,0,0,3,0,25,44,22,26,10,17,1,1,60,87,147
3461,1,0,3,3,17,13,5,9,2,2,2,0,28,27,55
3478,0,0,1,0,5,10,5,8,2,13,0,2,13,31,44
3313,0,0,0,0,12,7,13,4,2,3,4,0,27,14,41
3317,1,0,1,0,3,3,2,5,3,2,1,0,10,10,20
3327,0,0,1,1,46,8,22,6,15,3,1,0,84,18,102
4531,0,0,2,4,44,28,19,22,5,9,0,1,70,63,133
4533,0,1,0,6,0,108,0,80,1,59,1,6,1,254,255
4534,2,0,1,2,48,56,28,25,3,9,0,0,82,92,174
4535,5,0,12,0,97,6,62,1,37,1,5,0,213,8,221
4536,0,0,0,4,0,43,0,36,0,24,0,5,0,107,107
4553,0,1,0,5,0,86,0,51,0,31,0,7,0,174,174
4554,0,2,1,0,5,6,3,1,2,0,0,0,11,9,20
4555,5,0,5,0,59,0,35,0,13,0,1,0,117,0,117
4557,1,0,0,0,10,4,2,6,3,2,1,0,16,12,28
4559,0,0,0,1,5,5,6,1,3,0,0,0,14,7,21
4561,0,0,0,0,10,7,6,1,0,1,0,1,16,9,25
4563,0,0,2,0,10,4,0,1,2,0,2,0,14,5,19
4564,2,0,10,0,38,24,25,27,9,19,1,1,84,70,154
4565,0,0,3,2,18,10,7,10,7,6,1,2,35,28,63
4572,1,0,2,4,18,16,13,4,4,0,0,0,38,24,62
4574,0,1,0,8,0,64,0,25,0,10,0,3,0,108,108
4577,0,0,0,0,1,5,4,2,2,0,0,2,7,7,14
4585,0,0,0,0,7,8,2,6,1,2,0,0,10,16,26
4588,0,0,4,3,28,41,22,9,9,4,3,2,63,57,120
4589,0,0,1,0,5,4,6,3,2,2,0,2,14,9,23
4630,0,1,0,4,0,71,0,45,0,16,0,2,0,137,137
4636,0,0,1,0,11,8,10,5,5,4,0,0,27,17,44
4646,1,0,2,0,24,28,13,12,3,2,1,0,43,42,85
4655,1,1,1,7,18,26,11,11,3,0,2,2,34,45,79
4659,0,0,0,1,0,42,0,24,0,9,0,1,0,76,76
4663,0,1,0,6,0,53,0,38,0,21,0,2,0,119,119
4664,0,0,3,4,22,24,11,7,5,4,3,2,41,39,80
4666,0,0,2,3,19,14,14,14,7,6,1,0,42,37,79
4669,0,0,7,0,30,18,15,12,6,2,0,1,58,32,90
4672,2,0,1,1,35,38,21,15,6,5,1,0,65,59,124
4868,0,0,1,2,11,16,9,3,3,0,1,1,24,21,45
11709,0,1,1,0,9,4,7,3,8,0,0,0,25,8,33
16793,0,0,3,3,21,17,21,18,18,8,0,2,63,46,109
17607,0,0,0,1,4,10,10,4,0,0,0,0,14,15,29
17635,1,0,3,3,29,37,14,27,11,5,1,1,58,72,130
17750,4,0,19,0,133,0,67,0,17,0,5,0,240,0,240
17855,0,1,0,1,0,47,0,33,0,6,0,1,0,88,88
17900,1,0,1,1,10,16,5,3,0,1,2,0,17,21,38
17912,2,0,2,5,17,22,12,10,6,2,0,1,39,39,78
18007,0,0,4,0,16,20,14,10,0,4,0,0,34,34,68
18097,0,0,5,3,34,37,13,21,6,0,1,2,58,61,119
4975,2,1,3,0,18,3,16,3,9,1,0,0,48,8,56
4977,0,3,7,5,42,70,33,78,17,48,4,10,99,204,303
4982,5,1,13,12,57,96,47,71,20,30,4,7,142,210,352
4983,0,1,1,1,20,16,10,9,4,8,2,2,35,35,70
4984,0,0,0,0,6,7,6,1,1,3,0,0,13,11,24
5002,0,0,0,0,5,2,5,6,3,4,0,0,13,12,25
12033,2,0,13,0,125,12,91,10,58,2,4,0,289,24,313
17657,1,2,4,1,18,27,12,14,3,7,2,4,38,51,89
17660,1,0,1,3,6,5,4,3,1,2,0,0,13,13,26
17788,1,1,2,4,31,64,14,37,6,7,0,1,54,113,167
17815,0,0,1,1,4,11,5,10,1,2,0,1,11,24,35
17818,1,1,1,0,34,38,21,25,6,5,0,0,63,69,132
17876,0,0,3,0,16,18,12,13,4,1,0,0,35,32,67
17915,0,1,1,0,14,15,4,5,3,6,1,1,22,27,49
31103,0,0,3,2,22,25,14,5,2,8,1,1,41,40,81
4560,1,0,2,3,13,7,5,5,3,2,1,2,24,17,41
4571,3,2,3,4,23,19,5,12,6,5,0,0,40,42,82
4575,2,0,0,1,24,8,5,4,11,4,1,2,42,17,59
4591,0,0,1,0,5,6,5,5,6,5,0,1,17,16,33
4631,1,1,5,0,49,63,24,21,4,2,4,2,83,87,170
4667,1,1,1,2,6,11,7,8,2,3,1,1,17,25,42
4691,0,0,0,0,8,13,0,1,0,0,0,0,8,14,22
17765,2,0,2,1,15,33,8,17,3,6,0,0,30,57,87
17812,3,0,1,4,21,20,18,9,6,4,1,3,49,37,86
17843,0,0,4,1,36,38,19,38,7,14,0,1,66,91,157
17857,2,3,5,5,16,28,11,13,3,2,0,0,37,51,88
17922,0,0,1,1,10,8,5,11,0,2,0,0,16,22,38
18066,1,1,7,0,31,41,28,38,16,8,0,3,83,88,171
4870,1,0,1,1,16,14,6,13,9,6,0,0,33,34,67
4871,0,0,2,0,6,9,4,3,3,1,0,0,15,13,28
18112,0,0,0,0,8,6,3,0,4,3,0,0,15,9,24
4897,3,1,4,7,55,45,23,22,11,12,0,0,96,87,183
4922,0,0,0,0,7,15,7,5,0,4,2,1,14,24,38
4948,1,0,2,0,21,5,17,7,7,2,1,0,48,14,62
4949,0,0,0,1,4,9,9,9,4,7,0,1,17,26,43
4951,0,0,9,5,53,71,29,45,17,23,6,6,108,144,252
4952,0,0,0,0,4,6,8,1,1,3,2,0,13,10,23
4958,1,0,2,2,8,8,1,3,1,1,0,0,13,14,27
4969,0,0,0,0,0,1,2,0,1,1,0,0,3,2,5
4973,1,0,3,1,7,7,3,12,5,4,0,2,19,24,43
11397,0,0,1,4,11,9,6,10,3,2,0,1,21,25,46
17850,1,3,4,3,36,34,24,23,11,5,2,0,76,68,144
4805,3,1,7,0,28,20,12,7,4,13,1,0,54,41,95
4822,0,0,3,2,12,16,6,4,1,0,1,0,22,22,44
17782,0,0,3,1,16,22,11,13,4,7,1,0,34,43,77
18114,0,0,1,0,5,8,6,7,3,0,0,0,15,15,30
4562,0,0,3,0,14,8,12,8,7,1,2,2,36,17,53
4616,0,0,0,0,4,2,4,1,1,0,0,0,9,3,12
4617,0,0,2,3,6,9,3,4,1,1,0,1,12,17,29
4644,2,0,4,2,21,21,25,34,5,5,1,0,57,62,119
4656,1,1,3,3,15,22,5,12,4,3,0,1,28,41,69
4662,0,0,3,4,31,37,25,22,7,2,0,2,66,65,131
4677,1,0,2,1,11,10,8,5,3,2,0,0,25,18,43
11706,0,0,1,0,9,9,9,6,4,1,4,0,23,16,39
12062,0,0,11,0,95,16,51,16,46,7,1,2,203,39,242
17859,2,0,4,4,35,37,11,11,1,2,0,0,53,54,107
18218,0,0,0,0,5,6,8,5,3,2,0,2,16,13,29
18237,1,0,1,1,23,11,14,14,4,5,0,0,43,31,74
31085,1,0,1,5,20,20,5,24,3,8,1,1,30,57,87
31110,0,0,5,2,24,21,11,15,4,6,0,0,44,44,88
4925,0,0,10,2,42,31,18,17,14,13,1,0,84,63,147
18075,0,0,1,0,9,7,5,3,4,7,1,0,19,17,36
31106,0,0,3,0,5,3,3,4,1,2,0,0,12,9,21
4702,2,0,10,7,51,72,36,62,36,37,0,5,135,178,313
4703,1,0,5,0,37,2,14,2,6,0,1,0,63,4,67
4707,2,2,10,3,53,44,26,38,23,18,4,8,114,105,219
4708,0,0,6,1,36,17,23,14,3,1,4,1,68,33,101
4709,3,1,11,3,33,47,14,14,11,12,5,1,72,77,149
4712,1,0,3,0,8,2,1,4,2,5,0,0,15,11,26
4733,0,0,0,0,0,15,0,9,0,2,0,1,0,26,26
4762,0,1,2,2,42,65,28,28,16,14,0,1,88,110,198
4778,0,0,2,5,23,21,5,9,9,3,5,1,39,38,77
4779,0,0,0,1,21,18,10,14,6,4,0,0,37,37,74
4785,0,0,2,1,8,12,5,11,2,4,1,0,17,28,45
17708,0,0,0,0,6,10,2,6,4,4,1,0,12,20,32
17833,2,0,5,2,37,33,17,33,11,7,1,1,72,75,147
17858,0,1,1,0,17,21,5,13,4,7,1,2,27,42,69
17860,0,0,0,0,4,3,3,3,1,0,0,0,8,6,14
